refit,asset,Equity mom 3m,Equity mom 12m,Equity vol 12m,Bonds mom 3m,Bonds mom 12m,Bonds vol 12m,Gold mom 3m,Gold mom 12m,Gold vol 12m,Bond yield,Bond yield chg 12m,Dividend yield,USDINR chg 12m
1983-01,Equity,0.004729670369726364,0.015735355759720526,0.17406826428543737,0.001078058973466225,0.007144552601783006,0.0347005251754233,0.030262619334894634,0.16075842266673332,0.06166774242816367,0.08386535401377679,0.05052983359405828,0.28309668044705716,0.09236292034975938
1983-01,Bonds,0.0061898702264089065,0.11279218981025306,0.05095987598319392,0.0018048434470811614,0.05053387683228891,0.019648040582997156,0.03590070887486971,0.13281181734025996,0.0993849479617337,0.2180423074300142,0.059870892550495894,0.033338480064159716,0.1787221488962437
1983-01,Gold,0.0032907426542825883,0.13862974834079214,0.09431904818453157,0.006279711595407067,0.04534326435166627,0.29706726032322134,0.007516019043840937,0.03241888549696856,0.03967927760622346,0.0012823464291250271,0.070791353056007,0.24290138330565264,0.02048095961228157
1984-01,Equity,0.0019513748211245567,0.049776985991482454,0.1525243065699717,0.019954750944554886,0.026024875579216632,0.018863666675975898,0.014614297180577647,0.12004486380000617,0.08632963096204736,0.04855610984829557,0.07750660422278742,0.3004605588943466,0.08339197450961318
1984-01,Bonds,0.006105591669023746,0.12799904135822993,0.0393135549815551,0.02239157933081029,0.009313035282800383,0.07786128024495487,0.026791532570137392,0.1287247700315843,0.12923685598471094,0.20176988236436882,0.04015415674544905,0.013012805114986108,0.17732591432138914
1984-01,Gold,0.014380778350066221,0.11160740877066912,0.10525395410667335,0.0036293081804644354,0.013291539618775565,0.2567242945271944,0.005272970591138227,0.03315177455239282,0.09304006737093579,0.0358070226778832,0.054887114463761426,0.24467626555935665,0.02827750123068887
1985-01,Equity,0.008736467756564219,0.07601456583700246,0.1659821284540809,0.011958610430636604,0.001458547038115333,0.015514958652578351,0.0007587008654204097,0.10634603219373123,0.09854164162463097,0.040150188288116305,0.07265188283733243,0.321067541876213,0.08081873414557791
1985-01,Bonds,0.01068486359620324,0.14431009213876186,0.041312097981906416,0.01087774884183221,0.013235484695787756,0.0792087697483282,0.0394028648936193,0.13651791282551898,0.12196188746777194,0.18443650766162845,0.04801951129967745,0.011349582011736288,0.1586826768372281
1985-01,Gold,0.008133404562749032,0.1002411888064601,0.08458562535489139,0.009752384621240874,0.027550261116819803,0.20681532397733296,0.015827844548544058,0.01283181807283091,0.1086189569827869,0.09576962360300002,0.024980068147622173,0.2687744900385864,0.03611901016713548
1986-01,Equity,0.003526245890596178,0.10056029681827752,0.1483285788769153,0.0162971887664469,0.006260822966290703,0.0027859561102181385,0.015731618267559234,0.13503054386382496,0.12938838316187726,0.02934822879636154,0.06255131659591817,0.25882101588697326,0.0913698039987407
