Date,USDINR
2001-03-08,46.5600
2001-03-09,46.5500
2001-03-12,46.5700
2001-03-13,46.7000
2001-03-14,46.6900
2001-03-15,46.6600
2001-03-16,46.6900
2001-03-19,46.7200
2001-03-20,46.7100
2001-03-21,46.7100
2001-03-22,46.7400
2001-03-23,46.7200
2001-03-26,46.6900
2001-03-27,46.6500
2001-03-28,46.6500
2001-03-29,46.6600
2001-03-30,46.8500
2001-04-02,46.6500
2001-04-03,46.6700
2001-04-04,46.6000
2001-04-05,46.6400
2001-04-06,46.5800
2001-04-09,46.5800
2001-04-10,46.6000
2001-04-11,46.7500
2001-04-12,46.7500
2001-04-13,46.8900
2001-04-16,47.0700
2001-04-17,46.9500
2001-04-18,46.9500
2001-04-19,46.8800
2001-04-20,46.8800
2001-04-23,46.8200
2001-04-24,46.8800
2001-04-25,46.8800
2001-04-26,46.7800
2001-04-27,46.8800
2001-04-30,46.8800
2001-05-01,46.8700
2001-05-02,46.8700
2001-05-03,46.8700
2001-05-04,46.8700
2001-05-07,46.8400
2001-05-08,46.8300
2001-05-09,46.8500
2001-05-10,46.8800
2001-05-11,46.8500
2001-05-14,47.0000
2001-05-15,47.0300
2001-05-16,46.9700
2001-05-17,46.9900
2001-05-18,46.9800
2001-05-21,47.0000
2001-05-22,47.0600
2001-05-23,47.0200
2001-05-24,47.0200
2001-05-25,47.0200
2001-05-28,
2001-05-29,47.0200
2001-05-30,47.0000
2001-05-31,47.0000
2001-06-01,47.0500
2001-06-04,47.0600
2001-06-05,47.0000
2001-06-06,47.0300
2001-06-07,47.0000
2001-06-08,47.0300
2001-06-11,47.0400
2001-06-12,47.0800
2001-06-13,47.0900
2001-06-14,47.0000
2001-06-15,47.0500
2001-06-18,47.0200
2001-06-19,47.0200
2001-06-20,47.0100
2001-06-21,47.0500
2001-06-22,47.0400
2001-06-25,47.0600
2001-06-26,47.0700
2001-06-27,47.0400
2001-06-28,47.0600
2001-06-29,47.0900
2001-07-02,47.1800
2001-07-03,47.1700
2001-07-04,
2001-07-05,47.1800
2001-07-06,47.1700
2001-07-09,47.1900
2001-07-10,47.1900
2001-07-11,47.2100
2001-07-12,47.2000
2001-07-13,47.2100
2001-07-16,47.2000
2001-07-17,47.1600
2001-07-18,47.1200
2001-07-19,47.1600
2001-07-20,47.1700
2001-07-23,47.1700
2001-07-24,47.1100
2001-07-25,47.1900
2001-07-26,47.2000
2001-07-27,47.1900
2001-07-30,47.1900
2001-07-31,47.1800
2001-08-01,47.1600
2001-08-02,47.1100
2001-08-03,47.1700
2001-08-06,47.1600
2001-08-07,47.1100
2001-08-08,47.1900
2001-08-09,47.1800
2001-08-10,47.1700
2001-08-13,47.1700
2001-08-14,47.1500
2001-08-15,47.1600
2001-08-16,47.1600
2001-08-17,47.1700
2001-08-20,47.1800
2001-08-21,47.1800
2001-08-22,47.1800
2001-08-23,47.1700
2001-08-24,47.1700
2001-08-27,47.1900
2001-08-28,47.1900
2001-08-29,47.1600
2001-08-30,47.1800
2001-08-31,47.1700
2001-09-03,
2001-09-04,47.2200
2001-09-05,47.2000
2001-09-06,47.2200
2001-09-07,47.2700
2001-09-10,47.3800
2001-09-11,
2001-09-12,47.3900
2001-09-13,47.4900
2001-09-14,47.7500
2001-09-17,47.7700
2001-09-18,48.0500
2001-09-19,47.9600
2001-09-20,48.0300
2001-09-21,48.0800
2001-09-24,48.0800
2001-09-25,48.9100
2001-09-26,47.9100
2001-09-27,47.9100
2001-09-28,47.9000
2001-10-01,48.0300
2001-10-02,48.0300
2001-10-03,47.9600
2001-10-04,48.0400
2001-10-05,48.0500
2001-10-08,
2001-10-09,48.1700
2001-10-10,48.0900
2001-10-11,48.0900
2001-10-12,48.0700
2001-10-15,48.0700
2001-10-16,48.0500
2001-10-17,48.0500
2001-10-18,48.0800
2001-10-19,48.0800
2001-10-22,48.0500
2001-10-23,48.0300
2001-10-24,48.0800
2001-10-25,48.0000
2001-10-26,48.0200
2001-10-29,48.0200
2001-10-30,48.0300
2001-10-31,48.0400
2001-11-01,48.0500
2001-11-02,48.0400
2001-11-05,48.0200
2001-11-06,48.0400
2001-11-07,48.0400
2001-11-08,48.0700
2001-11-09,48.0500
2001-11-12,
2001-11-13,48.1100
2001-11-14,48.1100
2001-11-15,48.0300
2001-11-16,48.0300
2001-11-19,48.0000
2001-11-20,48.0300
2001-11-21,48.0300
2001-11-22,
2001-11-23,48.1000
2001-11-26,48.0500
2001-11-27,48.0800
2001-11-28,47.9900
2001-11-29,48.0100
2001-11-30,47.9800
2001-12-03,47.9300
2001-12-04,47.9300
2001-12-05,47.9400
2001-12-06,47.9000
2001-12-07,47.8600
2001-12-10,47.8700
2001-12-11,47.8500
2001-12-12,47.8400
2001-12-13,47.8400
2001-12-14,47.8600
2001-12-17,47.8600
2001-12-18,47.8600
2001-12-19,47.8000
2001-12-20,47.8300
2001-12-21,47.8500
2001-12-24,47.9500
2001-12-25,
2001-12-26,47.9500
2001-12-27,48.2100
2001-12-28,48.2900
2001-12-31,48.2700
2002-01-01,
2002-01-02,48.2700
2002-01-03,48.2800
2002-01-04,48.3000
2002-01-07,48.2800
2002-01-08,48.3000
2002-01-09,48.3200
2002-01-10,48.4100
2002-01-11,48.4400
2002-01-14,48.3600
2002-01-15,48.3100
2002-01-16,48.3000
2002-01-17,48.3100
2002-01-18,48.2700
2002-01-21,
2002-01-22,48.3000
2002-01-23,48.3500
2002-01-24,48.3500
2002-01-25,48.3800
2002-01-28,48.3700
2002-01-29,48.4300
2002-01-30,48.5300
2002-01-31,48.5600
2002-02-01,48.5500
2002-02-04,48.6100
2002-02-05,48.6900
2002-02-06,48.7100
2002-02-07,48.7200
2002-02-08,48.7000
2002-02-11,48.7500
2002-02-12,48.6900
2002-02-13,48.9000
2002-02-14,48.7100
2002-02-15,48.7100
2002-02-18,
2002-02-19,48.6700
2002-02-20,48.6400
2002-02-21,48.6900
2002-02-22,48.7900
2002-02-25,48.8200
2002-02-26,48.7500
2002-02-27,48.7600
2002-02-28,48.7600
2002-03-01,48.7600
2002-03-04,48.7200
2002-03-05,48.7200
2002-03-06,48.7100
2002-03-07,48.7600
2002-03-08,48.7600
2002-03-11,48.7600
2002-03-12,48.7600
2002-03-13,48.7400
2002-03-14,48.7700
2002-03-15,48.7300
2002-03-18,48.7400
2002-03-19,48.7600
2002-03-20,48.7600
2002-03-21,48.7800
2002-03-22,48.8000
2002-03-25,48.8000
2002-03-26,48.7800
2002-03-27,48.8300
2002-03-28,48.8300
2002-03-29,48.8300
2002-04-01,48.8300
2002-04-02,48.8500
2002-04-03,48.9100
2002-04-04,48.9200
2002-04-05,48.8600
2002-04-08,48.9100
2002-04-09,48.9200
2002-04-10,48.9100
2002-04-11,48.9300
2002-04-12,48.9400
2002-04-15,48.9600
2002-04-16,48.9600
2002-04-17,48.9600
2002-04-18,48.9300
2002-04-19,48.9200
2002-04-22,48.9500
2002-04-23,49.0100
2002-04-24,49.0000
2002-04-25,49.0000
2002-04-26,48.9900
2002-04-29,49.0100
2002-04-30,48.9800
2002-05-01,48.9800
2002-05-02,48.9800
2002-05-03,49.0000
2002-05-06,48.9700
2002-05-07,48.9900
2002-05-08,48.9700
2002-05-09,48.9900
2002-05-10,49.0200
2002-05-13,49.0300
2002-05-14,49.0200
2002-05-15,49.0400
2002-05-16,49.0500
2002-05-17,49.0400
2002-05-20,49.0600
2002-05-21,49.0100
2002-05-22,49.0100
2002-05-23,49.0700
2002-05-24,49.0200
2002-05-27,
2002-05-28,49.0200
2002-05-29,49.0100
2002-05-30,49.0300
2002-05-31,49.0600
2002-06-03,49.0700
2002-06-04,49.0700
2002-06-05,49.0500
2002-06-06,49.0300
2002-06-07,49.0500
2002-06-10,49.0200
2002-06-11,49.0000
2002-06-12,49.0000
2002-06-13,49.0400
2002-06-14,49.0300
2002-06-17,49.0200
2002-06-18,48.9900
2002-06-19,48.9400
2002-06-20,48.9400
2002-06-21,48.9500
2002-06-24,48.9100
2002-06-25,48.9300
2002-06-26,48.8700
2002-06-27,48.8600
2002-06-28,48.9100
2002-07-01,48.8600
2002-07-02,48.8700
2002-07-03,48.8300
2002-07-04,
2002-07-05,48.8600
2002-07-08,48.8400
2002-07-09,48.8200
2002-07-10,48.8200
2002-07-11,48.8100
2002-07-12,48.8000
2002-07-15,48.8500
2002-07-16,48.8300
2002-07-17,48.8100
2002-07-18,48.8200
2002-07-19,48.7500
2002-07-22,48.7300
2002-07-23,48.7200
2002-07-24,48.7000
2002-07-25,48.7100
2002-07-26,48.7100
2002-07-29,48.7600
2002-07-30,48.7400
2002-07-31,48.6900
2002-08-01,48.6800
2002-08-02,48.6800
2002-08-05,48.6700
2002-08-06,48.7300
2002-08-07,48.7000
2002-08-08,48.6800
2002-08-09,48.6700
2002-08-12,48.6400
2002-08-13,48.6200
2002-08-14,48.6300
2002-08-15,48.6300
2002-08-16,48.6000
2002-08-19,48.6100
2002-08-20,48.5900
2002-08-21,48.5600
2002-08-22,48.5500
2002-08-23,48.5500
2002-08-26,48.5500
2002-08-27,48.5300
2002-08-28,48.6000
2002-08-29,48.5400
2002-08-30,48.5200
2002-09-02,
2002-09-03,48.5000
2002-09-04,48.4800
2002-09-05,48.5000
2002-09-06,48.5700
2002-09-09,48.5200
2002-09-10,48.5200
2002-09-11,48.4800
2002-09-12,48.4800
2002-09-13,48.4700
2002-09-16,48.4300
2002-09-17,48.4500
2002-09-18,48.4300
2002-09-19,48.4400
2002-09-20,48.4600
2002-09-23,48.4400
2002-09-24,48.4200
2002-09-25,48.4300
2002-09-26,48.4300
2002-09-27,48.4000
2002-09-30,48.4000
2002-10-01,48.3900
2002-10-02,48.3900
2002-10-03,48.3800
2002-10-04,48.3800
2002-10-07,48.3500
2002-10-08,48.3900
2002-10-09,48.3400
2002-10-10,48.3800
2002-10-11,48.3600
2002-10-14,
2002-10-15,48.3600
2002-10-16,48.4100
2002-10-17,48.4200
2002-10-18,48.4400
2002-10-21,48.3800
2002-10-22,48.3900
2002-10-23,48.3500
2002-10-24,48.4200
2002-10-25,48.4100
2002-10-28,48.4500
2002-10-29,48.4100
2002-10-30,48.3500
2002-10-31,48.3900
2002-11-01,48.3600
2002-11-04,48.3600
2002-11-05,48.3500
2002-11-06,48.3600
2002-11-07,48.3400
2002-11-08,48.2900
2002-11-11,
2002-11-12,48.3000
2002-11-13,48.3000
2002-11-14,48.2900
2002-11-15,48.2300
2002-11-18,48.2300
2002-11-19,48.2300
2002-11-20,48.2500
2002-11-21,48.2100
2002-11-22,48.2200
2002-11-25,48.2300
2002-11-26,48.2400
2002-11-27,48.2700
2002-11-28,
2002-11-29,48.3600
2002-12-02,48.3200
2002-12-03,48.2800
2002-12-04,48.2300
2002-12-05,48.2700
2002-12-06,48.2400
2002-12-09,48.2400
2002-12-10,48.2400
2002-12-11,48.1800
2002-12-12,48.2200
2002-12-13,48.2000
2002-12-16,48.1800
2002-12-17,48.1600
2002-12-18,48.1500
2002-12-19,48.1100
2002-12-20,48.0300
2002-12-23,48.0300
2002-12-24,48.0400
2002-12-25,
2002-12-26,48.0500
2002-12-27,48.0100
2002-12-30,47.9600
2002-12-31,48.0000
2003-01-01,
2003-01-02,48.0500
2003-01-03,48.0300
2003-01-06,48.0100
2003-01-07,48.0000
2003-01-08,48.0000
2003-01-09,47.9600
2003-01-10,48.0000
2003-01-13,47.9600
2003-01-14,47.9500
2003-01-15,47.9700
2003-01-16,47.9600
2003-01-17,47.9600
2003-01-20,
2003-01-21,47.9700
2003-01-22,47.9300
2003-01-23,47.9200
2003-01-24,47.9000
2003-01-27,48.1000
2003-01-28,47.9200
2003-01-29,47.8300
2003-01-30,47.8500
2003-01-31,47.8300
2003-02-03,47.8000
2003-02-04,47.8200
2003-02-05,47.7700
2003-02-06,47.8000
2003-02-07,47.7200
2003-02-10,47.6900
2003-02-11,47.7000
2003-02-12,47.8900
2003-02-13,47.8700
2003-02-14,47.9200
2003-02-17,
2003-02-18,47.7500
2003-02-19,47.7000
2003-02-20,47.6500
2003-02-21,47.6500
2003-02-24,47.7400
2003-02-25,47.7400
2003-02-26,47.6700
2003-02-27,47.6600
2003-02-28,47.6600
2003-03-03,47.7000
2003-03-04,47.8500
2003-03-05,47.8000
2003-03-06,47.6300
2003-03-07,47.8000
2003-03-10,47.7000
2003-03-11,47.6400
2003-03-12,47.6500
2003-03-13,47.6600
2003-03-14,47.6600
2003-03-17,47.6800
2003-03-18,47.6800
2003-03-19,47.7200
2003-03-20,47.7500
2003-03-21,47.6600
2003-03-24,47.6800
2003-03-25,47.6400
2003-03-26,47.6400
2003-03-27,47.5900
2003-03-28,47.5500
2003-03-31,47.5300
2003-04-01,47.4500
2003-04-02,47.4000
2003-04-03,47.4300
2003-04-04,47.4400
2003-04-07,47.4400
2003-04-08,47.4600
2003-04-09,47.4500
2003-04-10,47.4000
2003-04-11,47.3800
2003-04-14,47.4400
2003-04-15,47.3600
2003-04-16,47.3800
2003-04-17,47.3400
2003-04-18,47.3400
2003-04-21,47.3800
2003-04-22,47.3400
2003-04-23,47.3500
2003-04-24,47.3600
2003-04-25,47.3700
2003-04-28,47.3500
2003-04-29,47.3700
2003-04-30,47.3700
2003-05-01,47.3500
2003-05-02,47.3500
2003-05-05,47.3000
2003-05-06,47.2800
2003-05-07,47.2800
2003-05-08,47.2500
2003-05-09,47.2000
2003-05-12,47.1800
2003-05-13,47.1500
2003-05-14,47.1500
2003-05-15,47.1300
2003-05-16,47.1200
2003-05-19,46.9900
2003-05-20,46.9500
2003-05-21,46.9000
2003-05-22,46.9100
2003-05-23,46.8700
2003-05-26,
2003-05-27,46.8500
2003-05-28,46.9800
2003-05-29,47.0500
2003-05-30,47.0700
2003-06-02,47.1500
2003-06-03,46.9500
2003-06-04,46.8500
2003-06-05,46.8400
2003-06-06,46.8800
2003-06-09,46.8700
2003-06-10,46.7900
2003-06-11,46.7000
2003-06-12,46.7300
2003-06-13,46.7000
2003-06-16,46.6600
2003-06-17,46.5900
2003-06-18,46.6200
2003-06-19,46.6100
2003-06-20,46.5700
2003-06-23,46.6600
2003-06-24,46.5700
2003-06-25,46.5800
2003-06-26,46.5700
2003-06-27,46.4000
2003-06-30,46.4000
2003-07-01,46.4900
2003-07-02,46.3600
2003-07-03,46.4000
2003-07-04,
2003-07-07,46.3400
2003-07-08,46.3000
2003-07-09,46.2400
2003-07-10,46.2100
2003-07-11,46.1000
2003-07-14,46.0600
2003-07-15,46.1300
2003-07-16,46.2300
2003-07-17,46.2300
2003-07-18,46.2900
2003-07-21,46.2700
2003-07-22,46.1500
2003-07-23,46.1600
2003-07-24,46.1500
2003-07-25,46.1500
2003-07-28,46.1500
2003-07-29,46.1300
2003-07-30,46.1500
2003-07-31,46.1500
2003-08-01,46.1800
2003-08-04,46.1500
2003-08-05,46.1400
2003-08-06,46.0500
2003-08-07,45.9800
2003-08-08,46.0100
2003-08-11,45.9900
2003-08-12,45.8900
2003-08-13,45.9500
2003-08-14,46.0000
2003-08-15,46.0000
2003-08-18,45.9000
2003-08-19,45.8500
2003-08-20,45.8800
2003-08-21,45.8000
2003-08-22,45.8800
2003-08-25,45.9000
2003-08-26,45.8800
2003-08-27,45.8800
2003-08-28,45.8800
2003-08-29,45.8800
2003-09-01,
2003-09-02,45.8800
2003-09-03,45.9000
2003-09-04,45.8000
2003-09-05,45.8800
2003-09-08,45.8500
2003-09-09,45.8000
2003-09-10,45.8200
2003-09-11,45.7200
2003-09-12,45.8000
2003-09-15,45.8000
2003-09-16,45.9000
2003-09-17,45.9500
2003-09-18,46.0000
2003-09-19,45.9800
2003-09-22,45.7700
2003-09-23,45.7700
2003-09-24,45.8800
2003-09-25,45.8800
2003-09-26,45.7700
2003-09-29,45.8500
2003-09-30,45.7800
2003-10-01,45.7000
2003-10-02,45.4300
2003-10-03,45.3300
2003-10-06,45.4900
2003-10-07,45.3300
2003-10-08,45.4300
2003-10-09,45.2900
2003-10-10,45.4200
2003-10-13,
2003-10-14,45.6600
2003-10-15,45.7000
2003-10-16,45.3300
2003-10-17,45.3300
2003-10-20,45.3600
2003-10-21,45.3300
2003-10-22,45.3500
2003-10-23,45.3300
2003-10-24,45.3200
2003-10-27,45.4000
2003-10-28,45.3100
2003-10-29,45.3600
2003-10-30,45.3500
2003-10-31,45.3300
2003-11-03,45.3200
2003-11-04,45.3100
2003-11-05,45.3400
2003-11-06,45.3000
2003-11-07,45.3300
2003-11-10,45.3300
2003-11-11,
2003-11-12,45.3600
2003-11-13,45.3900
2003-11-14,45.4400
2003-11-17,45.5500
2003-11-18,45.6200
2003-11-19,45.6300
2003-11-20,45.7800
2003-11-21,45.7500
2003-11-24,45.8800
2003-11-25,45.9500
2003-11-26,45.8800
2003-11-27,
2003-11-28,45.8200
2003-12-01,45.7700
2003-12-02,45.7000
2003-12-03,45.6300
2003-12-04,45.6600
2003-12-05,45.6600
2003-12-08,45.5500
2003-12-09,45.5500
2003-12-10,45.5500
2003-12-11,45.5500
2003-12-12,45.5500
2003-12-15,45.5500
2003-12-16,45.5000
2003-12-17,45.5500
2003-12-18,45.5000
2003-12-19,45.5400
2003-12-22,45.5200
2003-12-23,45.5200
2003-12-24,45.5000
2003-12-25,
2003-12-26,45.5000
2003-12-29,45.6600
2003-12-30,45.5700
2003-12-31,45.5500
2004-01-01,
2004-01-02,45.6800
2004-01-05,45.6000
2004-01-06,45.6600
2004-01-07,45.5300
2004-01-08,45.5500
2004-01-09,45.4800
2004-01-12,45.4400
2004-01-13,45.4400
2004-01-14,45.4200
2004-01-15,45.4400
2004-01-16,45.4500
2004-01-19,
2004-01-20,45.4300
2004-01-21,45.4300
2004-01-22,45.4300
2004-01-23,45.4300
2004-01-26,45.3600
2004-01-27,45.3800
2004-01-28,45.3600
2004-01-29,45.2900
2004-01-30,45.3200
2004-02-02,45.3000
2004-02-03,45.3000
2004-02-04,45.3000
2004-02-05,45.2900
2004-02-06,45.3000
2004-02-09,45.2500
2004-02-10,45.2200
2004-02-11,45.2400
2004-02-12,45.2300
2004-02-13,45.2400
2004-02-16,
2004-02-17,45.2800
2004-02-18,45.2400
2004-02-19,45.2800
2004-02-20,45.2300
2004-02-23,45.3200
2004-02-24,45.3200
2004-02-25,45.2500
2004-02-26,45.2700
2004-02-27,45.3200
2004-03-01,45.3200
2004-03-02,45.2500
2004-03-03,45.2200
2004-03-04,45.3200
2004-03-05,45.3200
2004-03-08,45.2600
2004-03-09,45.2300
2004-03-10,45.2500
2004-03-11,45.2800
2004-03-12,45.2200
2004-03-15,45.2500
2004-03-16,45.2200
2004-03-17,45.2700
2004-03-18,45.2500
2004-03-19,45.2000
2004-03-22,45.1450
2004-03-23,44.8500
2004-03-24,44.8000
2004-03-25,44.7300
2004-03-26,44.4400
2004-03-29,44.0000
2004-03-30,44.0700
2004-03-31,43.4000
2004-04-01,43.4000
2004-04-02,43.7500
2004-04-05,43.6700
2004-04-06,43.7000
2004-04-07,43.5500
2004-04-08,43.6000
2004-04-09,43.4500
2004-04-12,43.6600
2004-04-13,43.7500
2004-04-14,43.6900
2004-04-15,44.0000
2004-04-16,43.8500
2004-04-19,43.8800
2004-04-20,43.9700
2004-04-21,44.1000
2004-04-22,44.1400
2004-04-23,44.0000
2004-04-26,44.1000
2004-04-27,44.2300
2004-04-28,44.2100
2004-04-29,44.4000
2004-04-30,44.5200
2004-05-03,44.8800
2004-05-04,44.7000
2004-05-05,44.5500
2004-05-06,44.6500
2004-05-07,44.6600
2004-05-10,44.9500
2004-05-11,45.3500
2004-05-12,45.3500
2004-05-13,45.2500
2004-05-14,45.5700
2004-05-17,45.5000
2004-05-18,45.4700
2004-05-19,45.1800
2004-05-20,45.2800
2004-05-21,45.2800
2004-05-24,45.3100
2004-05-25,45.3600
2004-05-26,45.4000
2004-05-27,45.4000
2004-05-28,45.4200
2004-05-31,
2004-06-01,45.4300
2004-06-02,45.3700
2004-06-03,45.2200
2004-06-04,45.0700
2004-06-07,45.1000
